service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3_1358_2319_41_997_31,1,1,1,1,1,0,0,20260701,20260831
3_1359_1987_41_990_32,0,0,0,0,0,1,0,20260701,20260831
3_1359_2320_41_990_31,1,1,1,1,1,0,0,20260701,20260831
3_1359_2321_41_990_128,0,0,0,0,0,0,1,20260701,20260831
3_1360_2683_29_963_160,0,0,0,0,0,1,1,20260620,20300630
3_1360_2684_29_963_31,1,1,1,1,1,0,0,20260620,20300630
3_1361_2685_29_1095_31,1,1,1,1,1,0,0,20260620,20300630
3_1361_2688_29_1095_160,0,0,0,0,0,1,1,20260620,20300630
3_1362_2056_41_991_32,0,0,0,0,0,1,0,20260701,20260831
3_1362_2057_41_991_128,0,0,0,0,0,0,1,20260701,20260831
3_1362_2322_41_991_31,1,1,1,1,1,0,0,20260701,20260831
3_1363_2323_41_992_31,1,1,1,1,1,0,0,20260701,20260831
3_1363_2431_41_992_128,0,0,0,0,0,0,1,20260701,20260831
3_1363_2432_41_992_32,0,0,0,0,0,1,0,20260701,20260831
3_1364_2550_29_1113_31,1,1,1,1,1,0,0,20260701,20260831
3_1364_2551_29_1113_32,0,0,0,0,0,1,0,20260701,20260831
3_1364_2552_29_1113_128,0,0,0,0,0,0,1,20260701,20260831
3_1365_2553_29_1105_191,1,1,1,1,1,1,1,20260701,20260831
3_1366_2555_29_1114_63,1,1,1,1,1,1,0,20260701,20260831
3_1366_2556_29_1114_128,0,0,0,0,0,0,1,20260701,20260831
3_1367_2557_29_1042_191,1,1,1,1,1,1,1,20260701,20260831
3_1368_1864_29_867_128,0,0,0,0,0,0,1,20260701,20260831
3_1368_2112_29_867_32,0,0,0,0,0,1,0,20260701,20260831
3_1368_2300_29_867_31,1,1,1,1,1,0,0,20260701,20260831
3_1369_2562_29_1048_31,1,1,1,1,1,0,0,20260701,20260831
3_1369_2564_29_1048_32,0,0,0,0,0,1,0,20260701,20260831
3_1369_2565_29_1048_128,0,0,0,0,0,0,1,20260701,20260831
3_1370_2566_29_1049_31,1,1,1,1,1,0,0,20260701,20260831
3_1371_2443_28_1107_31,1,1,1,1,1,0,0,20260713,20260906
3_1371_2446_28_1107_32,0,0,0,0,0,1,0,20260713,20260906
3_1371_2447_28_1107_128,0,0,0,0,0,0,1,20260713,20260906
3_1372_2177_28_932_31,1,1,1,1,1,0,0,20260801,20260831
3_1372_2178_28_932_128,0,0,0,0,0,0,1,20260801,20260831
3_1372_2179_28_932_32,0,0,0,0,0,1,0,20260801,20260831
3_1373_2689_28_909_63,1,1,1,1,1,1,0,20260701,20300630
3_1374_2581_41_986_31,1,1,1,1,1,0,0,20260810,20331031
3_1374_2582_41_986_160,0,0,0,0,0,1,1,20260810,20331031
3_1375_2648_28_1130_32,0,0,0,0,0,1,0,20260801,20280504
3_1375_2649_28_1130_128,0,0,0,0,0,0,1,20260801,20280504
3_1375_2690_28_1130_31,1,1,1,1,1,0,0,20260801,20280504
4_107_398_6_147_42,0,0,0,1,0,0,1,20260701,20260831
4_108_357_6_147_42,0,0,0,1,0,0,1,20260901,20260906
4_354_569_8_169_2,0,0,0,0,0,1,0,20170107,20301231
4_832_1653_11_114_135,1,0,0,0,1,0,0,20200701,20301231
4_860_1697_11_110_38,0,1,1,1,0,0,0,20200817,20301231
4_860_1705_11_110_135,1,0,0,0,1,0,0,20200817,20301231
4_864_1708_4_206_116,0,0,0,0,1,1,0,20200821,20301231
4_910_1805_11_109_2,0,0,0,0,0,1,0,20201209,20301231
4_910_2723_11_109_1,1,1,1,1,1,0,0,20201209,20301231
4_999_1511_8_90_1,1,1,1,1,1,0,0,20200518,20301231
4_1098_2036_4_226_8,1,1,1,1,1,1,1,20211213,20301231
4_1098_2037_4_227_8,1,1,1,1,1,1,1,20211213,20301231
4_1204_2088_6_97_1,1,1,1,1,1,0,0,20220201,20301231
4_1205_2089_6_98_1,1,1,1,1,1,0,0,20220201,20301231
4_1329_2215_4_12_8,1,1,1,1,1,1,1,20220912,20301231
4_1338_2230_4_11_1,1,1,1,1,1,0,0,20221017,20301231
4_1338_2231_4_11_6,0,0,0,0,0,1,1,20221017,20301231
4_1363_2297_4_253_8,1,1,1,1,1,1,1,20230410,20301231
4_1379_2161_4_15_9,1,1,1,1,1,1,0,20230507,20301231
4_1379_2314_4_15_3,0,0,0,0,0,0,1,20230507,20301231
4_1382_2320_19_214_1,1,1,1,1,1,0,0,20230613,20301231
4_1382_2322_19_215_1,1,1,1,1,1,0,0,20230613,20301231
4_1382_2323_19_216_1,1,1,1,1,1,0,0,20230613,20301231
4_1382_2324_19_217_1,1,1,1,1,1,0,0,20230613,20301231
4_1382_2325_19_219_1,1,1,1,1,1,0,0,20230613,20301231
4_1382_2327_19_242_1,1,1,1,1,1,0,0,20230613,20301231
4_1382_2328_19_219_2,0,0,0,0,0,1,0,20230613,20301231
4_1382_2329_19_214_2,0,0,0,0,0,1,0,20230613,20301231
4_1382_2330_19_214_3,0,0,0,0,0,0,1,20230613,20301231
4_1477_2474_8_276_1,1,1,1,1,1,0,0,20240124,20301231
4_1477_2475_8_276_2,0,0,0,0,0,1,0,20240124,20301231
4_1477_2476_8_276_3,0,0,0,0,0,0,1,20240124,20301231
4_1487_2490_11_281_8,1,1,1,1,1,1,1,20240323,20301231
4_1488_2494_11_282_8,1,1,1,1,1,1,1,20240323,20301231
4_1489_2496_11_283_8,1,1,1,1,1,1,1,20240323,20301231
4_1490_2498_11_284_1,1,1,1,1,1,0,0,20240323,20301231
4_1492_2503_4_248_1,1,1,1,1,1,0,0,20240323,20301231
4_1499_2520_4_239_8,1,1,1,1,1,1,1,20240501,20301231
4_1500_2521_4_13_1,1,1,1,1,1,0,0,20240503,20301231
4_1500_2522_4_13_2,0,0,0,0,0,1,0,20240503,20301231
4_1500_2523_4_13_3,0,0,0,0,0,0,1,20240503,20301231
4_1505_2531_8_279_1,1,1,1,1,1,0,0,20240501,20301231
4_1521_2544_11_178_1,1,1,1,1,1,0,0,20240701,20301231
4_1521_2754_11_178_3,0,0,0,0,0,0,1,20240701,20301231
4_1522_2548_11_285_1,1,1,1,1,1,0,0,20240701,20301231
4_1522_2549_11_285_6,0,0,0,0,0,1,1,20240701,20301231
4_1526_2557_4_254_1,1,1,1,1,1,0,0,20240701,20301231
4_1554_2383_20_230_6,0,0,0,0,0,1,1,20240916,20301231
4_1554_2589_20_230_1,1,1,1,1,1,0,0,20240916,20301231
4_1554_2590_20_231_1,1,1,1,1,1,0,0,20240916,20301231
4_1554_2592_20_234_1,1,1,1,1,1,0,0,20240916,20301231
4_1564_2337_4_201_1,1,1,1,1,1,0,0,20240913,20301231
4_1564_2338_4_201_6,0,0,0,0,0,1,1,20240913,20301231
4_1565_2360_4_208_1,1,1,1,1,1,0,0,20240913,20301231
4_1576_2611_11_286_1,1,1,1,1,1,0,0,20241113,20301231
4_1583_2621_4_16_8,1,1,1,1,1,1,1,20250107,20301231
4_1612_2698_4_302_1,1,1,1,1,1,0,0,20250113,20301231
4_1613_2697_4_301_1,1,1,1,1,1,0,0,20250113,20301231
4_1616_2704_4_238_8,1,1,1,1,1,1,1,20250212,20301231
4_1617_2705_5_96_1,1,1,1,1,1,0,0,20250303,20301231
4_1617_2706_5_96_2,0,0,0,0,0,1,0,20250303,20301231
4_1617_2707_5_96_3,0,0,0,0,0,0,1,20250303,20301231
4_1620_2710_4_3_1,1,1,1,1,1,0,0,20250301,20301231
4_1620_2711_4_9_1,1,1,1,1,1,0,0,20250301,20301231
4_1620_2712_4_14_1,1,1,1,1,1,0,0,20250301,20301231
4_1620_2713_4_14_6,0,0,0,0,0,1,1,20250301,20301231
4_1620_2714_4_3_6,0,0,0,0,0,1,1,20250301,20301231
4_1620_2715_4_9_6,0,0,0,0,0,1,1,20250301,20301231
4_1623_2294_14_191_90,0,1,1,1,1,1,1,20260401,20261031
4_1624_2409_14_191_90,0,1,1,1,1,1,1,20261101,20270331
4_1626_2725_5_308_1,1,1,1,1,1,0,0,20250401,20301231
4_1627_2195_4_4_1,1,1,1,1,1,0,0,20250405,20301231
4_1627_2726_4_4_6,0,0,0,0,0,1,1,20250405,20301231
4_1649_2755_4_296_135,1,0,0,0,1,0,0,20250421,20301231
4_1649_2756_4_296_38,0,1,1,1,0,0,0,20250421,20301231
4_1661_2542_11_177_2,0,0,0,0,0,1,0,20250520,20301231
4_1661_2543_11_177_3,0,0,0,0,0,0,1,20250520,20301231
4_1661_2770_11_177_1,1,1,1,1,1,0,0,20250520,20301231
4_1671_2779_23_291_1,1,1,1,1,1,0,0,20250802,20301231
4_1686_2803_8_89_3,0,0,0,0,0,0,1,20250801,20301231
4_1686_2804_8_89_9,1,1,1,1,1,1,0,20250801,20301231
4_1709_612_18_186_3,0,0,0,0,0,0,1,20250824,20301231
4_1709_723_18_185_3,0,0,0,0,0,0,1,20250824,20301231
4_1709_1052_18_185_54,1,1,1,1,0,0,0,20250824,20301231
4_1709_1055_18_186_54,1,1,1,1,0,0,0,20250824,20301231
4_1709_1057_18_185_122,0,0,0,0,1,0,0,20250824,20301231
4_1709_1058_18_186_122,0,0,0,0,1,0,0,20250824,20301231
4_1709_1059_18_185_2,0,0,0,0,0,1,0,20250824,20301231
4_1709_1061_18_186_2,0,0,0,0,0,1,0,20250824,20301231
4_1711_163_15_160_1,1,1,1,1,1,0,0,20250824,20301231
4_1711_1222_15_160_6,0,0,0,0,0,1,1,20250824,20301231
4_1711_1223_15_161_6,0,0,0,0,0,1,1,20250824,20301231
4_1711_1312_15_161_1,1,1,1,1,1,0,0,20250824,20301231
4_1716_2827_6_100_9,1,1,1,1,1,1,0,20250916,20301231
4_1716_2952_6_100_4,0,0,0,0,0,0,1,20250916,20301231
4_1728_2843_4_18_1,1,1,1,1,1,0,0,20251001,20301231
4_1728_2844_4_18_2,0,0,0,0,0,1,0,20251001,20301231
4_1728_2845_4_18_3,0,0,0,0,0,0,1,20251001,20301231
4_1731_2847_11_307_1,1,1,1,1,1,0,0,20251014,20301231
4_1731_2852_11_307_2,0,0,0,0,0,1,0,20251014,20301231
4_1733_2853_4_164_1,1,1,1,1,1,0,0,20251028,20301231
4_1735_2856_14_121_1,1,1,1,1,1,0,0,20251027,20301231
4_1735_2857_14_121_2,0,0,0,0,0,1,0,20251027,20301231
4_1736_2858_14_130_1,1,1,1,1,1,0,0,20251027,20301231
4_1736_2859_14_130_2,0,0,0,0,0,1,0,20251027,20301231
4_1737_2860_14_122_1,1,1,1,1,1,0,0,20251027,20301231
4_1747_2872_4_20_1,1,1,1,1,1,0,0,20251209,20301231
4_1769_766_6_99_2,0,0,0,0,0,1,0,20260107,20301231
4_1769_1674_6_99_3,0,0,0,0,0,0,1,20260107,20301231
4_1769_2946_6_99_1,1,1,1,1,1,0,0,20260107,20301231
4_1770_2839_4_17_2,0,0,0,0,0,1,0,20260126,20301231
4_1770_2840_4_17_3,0,0,0,0,0,0,1,20260126,20301231
4_1770_2947_4_17_1,1,1,1,1,1,0,0,20260126,20301231
4_1772_2950_4_163_1,1,1,1,1,1,0,0,20260126,20301231
4_1772_2951_4_163_6,0,0,0,0,0,1,1,20260126,20301231
4_1773_2850_11_176_6,0,0,0,0,0,1,1,20260301,20301231
4_1773_2953_11_176_1,1,1,1,1,1,0,0,20260301,20301231
4_1790_2972_11_321_1,1,1,1,1,1,0,0,20260430,20301231
4_1790_2978_11_321_2,0,0,0,0,0,1,0,20260430,20301231
4_1790_2979_11_321_3,0,0,0,0,0,0,1,20260430,20301231
4_1791_2980_11_322_1,1,1,1,1,1,0,0,20260430,20301231
4_1791_2981_11_322_2,0,0,0,0,0,1,0,20260430,20301231
4_1791_2983_11_322_3,0,0,0,0,0,0,1,20260430,20301231
4_1792_2984_11_318_1,1,1,1,1,1,0,0,20260430,20301231
4_1792_2985_11_318_6,0,0,0,0,0,1,1,20260430,20301231
4_1793_2986_11_324_8,1,1,1,1,1,1,1,20260430,20301231
4_1795_2988_11_325_1,1,1,1,1,1,0,0,20260430,20301231
4_1795_2989_11_325_6,0,0,0,0,0,1,1,20260430,20301231
4_1796_2990_11_326_1,1,1,1,1,1,0,0,20260430,20301231
4_1796_2991_11_326_2,0,0,0,0,0,1,0,20260430,20301231
4_1796_2992_11_326_3,0,0,0,0,0,0,1,20260430,20301231
4_1797_2993_11_327_1,1,1,1,1,1,0,0,20260430,20301231
4_1797_2994_11_327_2,0,0,0,0,0,1,0,20260430,20301231
4_1797_2995_11_327_3,0,0,0,0,0,0,1,20260430,20301231
4_1798_2996_11_328_1,1,1,1,1,1,0,0,20260430,20301231
4_1798_2997_11_328_6,0,0,0,0,0,1,1,20260430,20301231
4_1799_2998_11_329_1,1,1,1,1,1,0,0,20260430,20301231
4_1802_2999_4_140_1,1,1,1,1,1,0,0,20260508,20301231
4_1802_3000_4_140_6,0,0,0,0,0,1,1,20260508,20301231
4_1804_2976_20_315_1,1,1,1,1,1,0,0,20260612,20301231
4_1804_2977_20_315_2,0,0,0,0,0,1,0,20260612,20301231
4_1805_2780_4_8_8,1,1,1,1,1,1,1,20260601,20260930
4_1806_2606_4_8_8,1,1,1,1,1,1,1,20261001,20301231
4_1808_2854_14_123_1,1,1,1,1,1,0,0,20260612,20301231
4_1808_2855_14_123_2,0,0,0,0,0,1,0,20260612,20301231
4_1809_3005_4_313_9,1,1,1,1,1,1,0,20260622,20301231
4_1810_2783_4_21_9,1,1,1,1,1,1,0,20260622,20301231
4_1810_2784_4_21_3,0,0,0,0,0,0,1,20260622,20301231
4_1811_2162_4_22_9,1,1,1,1,1,1,0,20260622,20301231
4_1811_2343_4_22_3,0,0,0,0,0,0,1,20260622,20301231
4_1812_3006_4_1_9,1,1,1,1,1,1,0,20260622,20301231
4_1812_3007_4_1_3,0,0,0,0,0,0,1,20260622,20301231
4_1813_3008_5_288_1,1,1,1,1,1,0,0,20260713,20301231
4_1814_2831_4_19_3,0,0,0,0,0,0,1,20260626,20301231
4_1814_2833_4_19_2,0,0,0,0,0,1,0,20260626,20301231
4_1814_3009_4_19_1,1,1,1,1,1,0,0,20260626,20301231
4_1815_2798_5_300_1,1,1,1,1,1,0,0,20260801,20260831
4_1816_2708_5_300_1,1,1,1,1,1,0,0,20260901,20301231
4_1818_351_8_91_9,1,1,1,1,1,1,0,20260622,20260908
4_1818_352_8_91_3,0,0,0,0,0,0,1,20260622,20260908
4_1819_2777_20_233_125,0,0,1,1,0,0,0,20260624,20260903
4_1820_2776_5_146_35,0,1,0,1,0,0,0,20260623,20260908
4_1821_2772_11_149_76,0,0,1,0,1,0,0,20260624,20260904
4_1822_338_11_148_9,1,1,1,1,1,1,0,20260701,20260831
4_1822_339_11_148_3,0,0,0,0,0,0,1,20260701,20260831
4_1823_2773_4_243_9,1,1,1,1,1,1,0,20260623,20260906
4_1823_2774_4_243_3,0,0,0,0,0,0,1,20260623,20260906
4_1824_2775_4_293_35,0,1,0,1,0,0,0,20260623,20260903
4_1826_2949_4_23_6,0,0,0,0,0,1,1,20260703,20260930
4_1826_3018_4_23_1,1,1,1,1,1,0,0,20260703,20260930
4_1827_3019_4_274_1,1,1,1,1,1,0,0,20260703,20260930
4_1827_3020_4_274_6,0,0,0,0,0,1,1,20260703,20260930
4_1828_2846_4_274_1,1,1,1,1,1,0,0,20261001,20301231
4_1828_2933_4_274_6,0,0,0,0,0,1,1,20261001,20301231
4_1829_2948_4_23_1,1,1,1,1,1,0,0,20261001,20301231
4_1829_2949_4_23_6,0,0,0,0,0,1,1,20261001,20301231
4_1830_3021_5_330_44,0,0,0,0,0,1,0,20260702,20260829
4_1831_3022_4_10_9,1,1,1,1,1,1,0,20260706,20260831
4_1831_3023_4_10_3,0,0,0,0,0,0,1,20260706,20260831
4_1832_2716_4_10_9,1,1,1,1,1,1,0,20260901,20301231
4_1832_2717_4_10_3,0,0,0,0,0,0,1,20260901,20301231
4_1834_3010_4_297_54,1,1,1,1,0,0,0,20260720,20301231
4_1834_3011_4_297_116,0,0,0,0,1,1,0,20260720,20301231
4_1834_3012_4_297_3,0,0,0,0,0,0,1,20260720,20301231
4_1835_3024_24_323_1,1,1,1,1,1,0,0,20260715,20301231
4_1835_3025_24_323_2,0,0,0,0,0,1,0,20260715,20301231
4_1836_3028_24_331_1,1,1,1,1,1,0,0,20260715,20301231
4_1837_3029_6_332_51,0,0,0,0,0,1,0,20260711,20260829
4_1838_3030_20_333_24,0,0,1,0,0,0,0,20260722,20260902
4_1839_3031_11_334_1,1,1,1,1,1,0,0,20260730,20301231
5_87_142_4_11_1,1,1,1,1,1,0,0,20210601,20271231
5_87_144_4_11_5,0,0,0,0,0,1,0,20210601,20271231
5_87_148_4_11_4,0,0,0,0,0,0,1,20210601,20271231
5_87_162_4_12_7,1,1,1,1,1,1,1,20210601,20271231
5_89_71_5_6_1,1,1,1,1,1,0,0,20211213,20280315
5_89_73_5_6_5,0,0,0,0,0,1,0,20211213,20280315
5_89_74_5_6_4,0,0,0,0,0,0,1,20211213,20280315
5_90_29_6_1_1,1,1,1,1,1,0,0,20211213,20280815
5_90_30_6_1_5,0,0,0,0,0,1,0,20211213,20280815
5_90_31_6_1_4,0,0,0,0,0,0,1,20211213,20280815
5_90_36_6_2_1,1,1,1,1,1,0,0,20211213,20280815
5_100_16_7_8_1,1,1,1,1,1,0,0,20260622,20260906
5_100_17_7_9_7,1,1,1,1,1,1,1,20260622,20260906
5_100_28_7_14_1,1,1,1,1,1,0,0,20260622,20260906
5_100_39_7_5_1,1,1,1,1,1,0,0,20260622,20260906
5_100_68_7_27_7,1,1,1,1,1,1,1,20260622,20260906
5_100_167_7_28_1,1,1,1,1,1,0,0,20260622,20260906
5_100_172_7_10_1,1,1,1,1,1,0,0,20260622,20260906
5_100_173_7_4_1,1,1,1,1,1,0,0,20260622,20260906
5_100_174_7_4_5,0,0,0,0,0,1,0,20260622,20260906
5_100_175_7_4_4,0,0,0,0,0,0,1,20260622,20260906
5_100_181_7_7_1,1,1,1,1,1,0,0,20260622,20260906
5_100_182_7_7_5,0,0,0,0,0,1,0,20260622,20260906
5_100_183_7_7_4,0,0,0,0,0,0,1,20260622,20260906
5_101_49_7_19_14,0,0,0,0,0,1,1,20260627,20260830
6_1_6_10_9_1,1,1,1,1,1,0,0,20200914,20261231
6_1_7_10_9_2,0,0,0,0,0,1,0,20200914,20261231
6_2_8_10_10_3,0,0,0,0,0,0,1,20260629,20260906
6_2_9_10_10_2,0,0,0,0,0,1,0,20260629,20260906
6_2_11_10_10_1,1,1,1,1,1,0,0,20260629,20260906
6_2_243_10_10_12,0,0,0,0,1,0,0,20260629,20260906
6_6_26_5_12_1,1,1,1,1,1,0,0,20200701,20261231
6_6_196_5_12_9,0,0,0,0,0,1,1,20200701,20261231
6_12_35_5_18_10,1,0,1,0,1,0,0,20260629,20260913
6_12_139_5_18_16,0,1,0,1,0,0,0,20260629,20260913
6_12_166_5_18_1,1,1,1,1,1,0,0,20260629,20260913
6_20_61_3_1_1,1,1,1,1,1,0,0,20170101,20261231
6_20_65_3_1_7,1,1,1,1,1,1,1,20170101,20261231
6_20_66_3_1_9,0,0,0,0,0,1,1,20170101,20261231
6_21_63_3_3_1,1,1,1,1,1,0,0,20170101,20261231
6_21_154_3_77_11,0,0,0,0,0,0,1,20170101,20261231
6_22_67_5_13_1,1,1,1,1,1,0,0,20200701,20261231
6_22_68_5_13_2,0,0,0,0,0,1,0,20200701,20261231
6_28_89_5_47_1,1,1,1,1,1,0,0,20200701,20261231
6_31_103_5_39_1,1,1,1,1,1,0,0,20170101,20261231
6_32_104_5_48_1,1,1,1,1,1,0,0,20170101,20261231
6_37_125_5_49_1,1,1,1,1,1,0,0,20200720,20261231
6_37_126_5_49_2,0,0,0,0,0,1,0,20200720,20261231
6_37_127_5_49_11,0,0,0,0,0,0,1,20200720,20261231
6_38_128_5_19_1,1,1,1,1,1,0,0,20200701,20261231
6_38_129_5_19_2,0,0,0,0,0,1,0,20200701,20261231
6_38_130_5_19_3,0,0,0,0,0,0,1,20200701,20261231
6_40_212_5_18_1,1,1,1,1,1,0,0,20260914,20270627
6_40_213_5_18_16,0,1,0,1,0,0,0,20260914,20270627
6_40_246_5_18_10,1,0,1,0,1,0,0,20260914,20270627
6_44_184_4_6_1,1,1,1,1,1,0,0,20200701,20261231
6_44_185_4_6_2,0,0,0,0,0,1,0,20200701,20261231
6_45_17_4_7_6,1,0,0,0,0,0,0,20260711,20260906
6_45_120_4_7_11,0,0,0,0,0,0,1,20260711,20260906
6_45_156_4_7_2,0,0,0,0,0,1,0,20260711,20260906
6_45_157_4_7_1,1,1,1,1,1,0,0,20260711,20260906
6_48_188_5_4_1,1,1,1,1,1,0,0,20200701,20261231
6_48_240_5_4_2,0,0,0,0,0,1,0,20200701,20261231
6_48_241_5_4_11,0,0,0,0,0,0,1,20200701,20261231
6_49_189_5_5_1,1,1,1,1,1,0,0,20200701,20261231
6_49_190_5_5_2,0,0,0,0,0,1,0,20200701,20261231
6_49_191_5_5_3,0,0,0,0,0,0,1,20200701,20261231
6_50_192_5_11_1,1,1,1,1,1,0,0,20200701,20261231
6_50_193_5_11_3,0,0,0,0,0,0,1,20200701,20261231
6_50_194_5_11_2,0,0,0,0,0,1,0,20200701,20261231
6_50_202_5_11_12,0,0,0,0,1,0,0,20200701,20261231
6_51_198_5_15_1,1,1,1,1,1,0,0,20200701,20261231
6_51_200_5_15_2,0,0,0,0,0,1,0,20200701,20261231
6_51_201_5_15_3,0,0,0,0,0,0,1,20200701,20261231
6_52_140_4_7_1,1,1,1,1,1,0,0,20260907,20270704
6_52_141_4_7_3,0,0,0,0,0,0,1,20260907,20270704
6_52_142_4_7_2,0,0,0,0,0,1,0,20260907,20270704
6_52_214_4_7_6,1,0,0,0,0,0,0,20260907,20270704
6_53_207_5_17_1,1,1,1,1,1,0,0,20210520,20261231
6_53_208_5_17_2,0,0,0,0,0,1,0,20210520,20261231
6_53_209_5_17_3,0,0,0,0,0,0,1,20210520,20261231
6_54_215_5_21_1,1,1,1,1,1,0,0,20200701,20261231
6_54_242_5_21_2,0,0,0,0,0,1,0,20200701,20261231
6_55_216_5_22_1,1,1,1,1,1,0,0,20200701,20261231
6_56_217_5_32_1,1,1,1,1,1,0,0,20200701,20261231
6_56_218_5_32_2,0,0,0,0,0,1,0,20200701,20261231
6_56_219_5_32_3,0,0,0,0,0,0,1,20200701,20261231
6_57_220_3_26_2,0,0,0,0,0,1,0,20200701,20261231
6_57_244_3_26_1,1,1,1,1,1,0,0,20200701,20261231
6_58_149_3_29_1,1,1,1,1,1,0,0,20200701,20261231
6_59_221_5_37_1,1,1,1,1,1,0,0,20200701,20261231
6_60_131_5_38_1,1,1,1,1,1,0,0,20200701,20261231
6_60_231_5_38_9,0,0,0,0,0,1,1,20200701,20261231
6_61_222_5_40_1,1,1,1,1,1,0,0,20200701,20261231
6_61_223_5_40_2,0,0,0,0,0,1,0,20200701,20261231
6_61_224_5_40_3,0,0,0,0,0,0,1,20200701,20261231
6_62_225_5_41_7,1,1,1,1,1,1,1,20200701,20261231
6_62_245_5_41_1,1,1,1,1,1,0,0,20200701,20261231
6_63_160_10_10_12,0,0,0,0,1,0,0,20260907,20270627
6_63_162_10_10_10,1,0,1,0,1,0,0,20260907,20270627
6_63_227_10_10_1,1,1,1,1,1,0,0,20260907,20270627
6_63_228_10_10_2,0,0,0,0,0,1,0,20260907,20270627
6_63_229_10_10_3,0,0,0,0,0,0,1,20260907,20270627
6_67_178_3_97_1,1,1,1,1,1,0,0,20220714,20261231
6_67_251_3_97_2,0,0,0,0,0,1,0,20220714,20261231
6_68_247_4_64_7,1,1,1,1,1,1,1,20260711,20260906
7_214_367_9_32_1,1,1,1,1,1,0,0,20220118,20260831
7_214_367_9_34_1,1,1,1,1,1,0,0,20220118,20260831
7_214_367_9_35_1,1,1,1,1,1,0,0,20220118,20260831
7_214_368_9_32_3,0,0,0,0,0,1,0,20220118,20260831
7_214_368_9_35_3,0,0,0,0,0,1,0,20220118,20260831
7_214_369_9_32_8,0,0,0,0,0,0,1,20220118,20260831
7_214_369_9_35_8,0,0,0,0,0,0,1,20220118,20260831
7_283_490_5_72_8,0,0,0,0,0,0,1,20260701,20260831
7_283_490_5_278_8,0,0,0,0,0,0,1,20260701,20260831
7_283_490_5_279_8,0,0,0,0,0,0,1,20260701,20260831
7_283_490_5_281_8,0,0,0,0,0,0,1,20260701,20260831
7_283_490_5_283_8,0,0,0,0,0,0,1,20260701,20260831
7_283_490_5_289_8,0,0,0,0,0,0,1,20260701,20260831
7_283_490_5_322_8,0,0,0,0,0,0,1,20260701,20260831
7_283_532_5_71_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_72_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_73_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_278_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_279_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_281_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_283_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_285_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_286_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_287_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_288_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_322_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_324_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_326_1,1,1,1,1,1,0,0,20260701,20260831
7_283_532_5_327_1,1,1,1,1,1,0,0,20260701,20260831
7_283_533_5_72_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_278_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_279_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_280_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_281_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_283_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_287_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_322_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_326_3,0,0,0,0,0,1,0,20260701,20260831
7_283_533_5_327_3,0,0,0,0,0,1,0,20260701,20260831
7_287_515_4_325_1,1,1,1,1,1,0,0,20260701,20260831
7_287_516_4_325_3,0,0,0,0,0,1,0,20260701,20260831
7_289_519_10_328_8,0,0,0,0,0,0,1,20260629,20260831
7_289_520_10_294_1,1,1,1,1,1,0,0,20260629,20260831
7_289_520_10_328_1,1,1,1,1,1,0,0,20260629,20260831
7_289_520_10_329_1,1,1,1,1,1,0,0,20260629,20260831
7_289_521_10_328_3,0,0,0,0,0,1,0,20260629,20260831
7_289_521_10_329_3,0,0,0,0,0,1,0,20260629,20260831
7_290_498_17_203_3,0,0,0,0,0,1,0,20260701,20260831
7_290_499_17_203_8,0,0,0,0,0,0,1,20260701,20260831
7_290_523_17_203_1,1,1,1,1,1,0,0,20260701,20260831
7_291_524_3_62_8,0,0,0,0,0,0,1,20260701,20260831
7_291_524_3_276_8,0,0,0,0,0,0,1,20260701,20260831
7_291_525_3_62_3,0,0,0,0,0,1,0,20260701,20260831
7_291_525_3_255_3,0,0,0,0,0,1,0,20260701,20260831
7_291_525_3_276_3,0,0,0,0,0,1,0,20260701,20260831
7_291_526_3_62_1,1,1,1,1,1,0,0,20260701,20260831
7_291_526_3_254_1,1,1,1,1,1,0,0,20260701,20260831
7_291_526_3_255_1,1,1,1,1,1,0,0,20260701,20260831
7_291_526_3_276_1,1,1,1,1,1,0,0,20260701,20260831
7_292_530_6_17_1,1,1,1,1,1,0,0,20260701,20260831
7_292_530_6_18_1,1,1,1,1,1,0,0,20260701,20260831
