service_id,date,exception_type
2_1086_20_8_5_2,20260211,1
2_1086_20_8_5_2,20260402,1
2_1086_20_8_5_2,20260403,1
2_1086_20_8_5_2,20260608,1
2_1306_2737_8_155_7,20260101,1
2_1306_2737_8_155_7,20260106,1
2_1306_2737_8_155_7,20260228,1
2_1306_2737_8_155_7,20260501,1
2_1306_2737_8_155_7,20260815,1
2_1306_2737_8_155_7,20261012,1
2_1306_2737_8_155_7,20261101,1
2_1306_2737_8_155_7,20261206,1
2_1306_2737_8_155_7,20261208,1
2_1306_2737_8_155_7,20261225,1
2_1306_2737_8_155_7,20260128,1
2_1306_2737_8_155_7,20260204,1
2_1306_2737_8_155_7,20260205,1
2_1306_2737_8_155_7,20260206,1
2_1306_2737_8_155_7,20260211,1
2_1306_2737_8_155_7,20260402,1
2_1306_2737_8_155_7,20260403,1
2_1306_2737_8_155_7,20260608,1
2_1354_2860_13_274_2,20260101,1
2_1354_2860_13_274_2,20260106,1
2_1354_2860_13_274_2,20260228,1
2_1354_2860_13_274_2,20260501,1
2_1354_2860_13_274_2,20260815,1
2_1354_2860_13_274_2,20261012,1
2_1354_2860_13_274_2,20261101,1
2_1354_2860_13_274_2,20261206,1
2_1354_2860_13_274_2,20261208,1
2_1354_2860_13_274_2,20261225,1
2_1354_2860_13_274_2,20260128,1
2_1354_2860_13_274_2,20260204,1
2_1354_2860_13_274_2,20260205,1
2_1354_2860_13_274_2,20260206,1
2_1354_2860_13_274_2,20260211,1
2_1354_2860_13_274_2,20260402,1
2_1354_2860_13_274_2,20260403,1
2_1354_2860_13_274_2,20260608,1
2_1362_2874_13_158_2,20260101,1
2_1362_2874_13_158_2,20260106,1
2_1362_2874_13_158_2,20260228,1
2_1362_2874_13_158_2,20260501,1
2_1362_2874_13_158_2,20260815,1
2_1362_2874_13_158_2,20261012,1
2_1362_2874_13_158_2,20261101,1
2_1362_2874_13_158_2,20261206,1
2_1362_2874_13_158_2,20261208,1
2_1362_2874_13_158_2,20261225,1
2_1362_2874_13_158_2,20260128,1
2_1362_2874_13_158_2,20260204,1
2_1362_2874_13_158_2,20260205,1
2_1362_2874_13_158_2,20260206,1
2_1362_2874_13_158_2,20260211,1
2_1362_2874_13_158_2,20260402,1
2_1362_2874_13_158_2,20260403,1
2_1362_2874_13_158_2,20260608,1
2_1406_2957_13_214_4,20260101,1
2_1406_2957_13_214_4,20260106,1
2_1406_2957_13_214_4,20260228,1
2_1406_2957_13_214_4,20260501,1
2_1406_2957_13_214_4,20260815,1
2_1406_2957_13_214_4,20261012,1
2_1406_2957_13_214_4,20261101,1
2_1406_2957_13_214_4,20261206,1
2_1406_2957_13_214_4,20261208,1
2_1406_2957_13_214_4,20261225,1
2_1406_2957_13_214_4,20260128,1
2_1406_2957_13_214_4,20260204,1
2_1406_2957_13_214_4,20260205,1
2_1406_2957_13_214_4,20260206,1
2_1406_2957_13_214_4,20260211,1
2_1406_2957_13_214_4,20260402,1
2_1406_2957_13_214_4,20260403,1
2_1406_2957_13_214_4,20260608,1
2_1408_2961_6_7_4,20260101,1
2_1408_2961_6_7_4,20260106,1
2_1408_2961_6_7_4,20260228,1
2_1408_2961_6_7_4,20260501,1
2_1408_2961_6_7_4,20260815,1
2_1408_2961_6_7_4,20261012,1
2_1408_2961_6_7_4,20261101,1
2_1408_2961_6_7_4,20261206,1
2_1408_2961_6_7_4,20261208,1
2_1408_2961_6_7_4,20261225,1
2_1408_2961_6_7_4,20260128,1
2_1408_2961_6_7_4,20260204,1
2_1408_2961_6_7_4,20260205,1
2_1408_2961_6_7_4,20260206,1
2_1408_2961_6_7_4,20260211,1
2_1408_2961_6_7_4,20260402,1
2_1408_2961_6_7_4,20260403,1
2_1408_2961_6_7_4,20260608,1
2_1417_1852_8_13_2,20260101,1
2_1417_1852_8_13_2,20260106,1
2_1417_1852_8_13_2,20260228,1
2_1417_1852_8_13_2,20260501,1
2_1417_1852_8_13_2,20260815,1
2_1417_1852_8_13_2,20261012,1
2_1417_1852_8_13_2,20261101,1
2_1417_1852_8_13_2,20261206,1
2_1417_1852_8_13_2,20261208,1
2_1417_1852_8_13_2,20261225,1
2_1417_1852_8_13_2,20260128,1
2_1417_1852_8_13_2,20260204,1
2_1417_1852_8_13_2,20260205,1
2_1417_1852_8_13_2,20260206,1
2_1417_1852_8_13_2,20260211,1
2_1417_1852_8_13_2,20260402,1
2_1417_1852_8_13_2,20260403,1
2_1417_1852_8_13_2,20260608,1
2_1417_1860_8_16_2,20260101,1
2_1417_1860_8_16_2,20260106,1
2_1417_1860_8_16_2,20260228,1
2_1417_1860_8_16_2,20260501,1
2_1417_1860_8_16_2,20260815,1
2_1417_1860_8_16_2,20261012,1
2_1417_1860_8_16_2,20261101,1
2_1417_1860_8_16_2,20261206,1
2_1417_1860_8_16_2,20261208,1
2_1417_1860_8_16_2,20261225,1
2_1417_1860_8_16_2,20260128,1
2_1417_1860_8_16_2,20260204,1
2_1417_1860_8_16_2,20260205,1
2_1417_1860_8_16_2,20260206,1
2_1417_1860_8_16_2,20260211,1
2_1417_1860_8_16_2,20260402,1
2_1417_1860_8_16_2,20260403,1
2_1417_1860_8_16_2,20260608,1
2_1417_1888_8_19_2,20260101,1
2_1417_1888_8_19_2,20260106,1
2_1417_1888_8_19_2,20260228,1
2_1417_1888_8_19_2,20260501,1
2_1417_1888_8_19_2,20260815,1
2_1417_1888_8_19_2,20261012,1
2_1417_1888_8_19_2,20261101,1
2_1417_1888_8_19_2,20261206,1
2_1417_1888_8_19_2,20261208,1
2_1417_1888_8_19_2,20261225,1
2_1417_1888_8_19_2,20260128,1
2_1417_1888_8_19_2,20260204,1
2_1417_1888_8_19_2,20260205,1
2_1417_1888_8_19_2,20260206,1
2_1417_1888_8_19_2,20260211,1
2_1417_1888_8_19_2,20260402,1
2_1417_1888_8_19_2,20260403,1
2_1417_1888_8_19_2,20260608,1
2_1417_2236_8_36_2,20260101,1
2_1417_2236_8_36_2,20260106,1
2_1417_2236_8_36_2,20260228,1
2_1417_2236_8_36_2,20260501,1
2_1417_2236_8_36_2,20260815,1
2_1417_2236_8_36_2,20261012,1
2_1417_2236_8_36_2,20261101,1
2_1417_2236_8_36_2,20261206,1
2_1417_2236_8_36_2,20261208,1
2_1417_2236_8_36_2,20261225,1
2_1417_2236_8_36_2,20260128,1
2_1417_2236_8_36_2,20260204,1
2_1417_2236_8_36_2,20260205,1
2_1417_2236_8_36_2,20260206,1
2_1417_2236_8_36_2,20260211,1
2_1417_2236_8_36_2,20260402,1
2_1417_2236_8_36_2,20260403,1
2_1417_2236_8_36_2,20260608,1
2_1449_2999_8_43_2,20260101,1
2_1449_2999_8_43_2,20260106,1
2_1449_2999_8_43_2,20260228,1
2_1449_2999_8_43_2,20260501,1
2_1449_2999_8_43_2,20260815,1
2_1449_2999_8_43_2,20261012,1
2_1449_2999_8_43_2,20261101,1
2_1449_2999_8_43_2,20261206,1
2_1449_2999_8_43_2,20261208,1
2_1449_2999_8_43_2,20261225,1
2_1449_2999_8_43_2,20260128,1
2_1449_2999_8_43_2,20260204,1
2_1449_2999_8_43_2,20260205,1
2_1449_2999_8_43_2,20260206,1
2_1449_2999_8_43_2,20260211,1
2_1449_2999_8_43_2,20260402,1
2_1449_2999_8_43_2,20260403,1
2_1449_2999_8_43_2,20260608,1
2_1465_3070_8_6_4,20260101,1
2_1465_3070_8_6_4,20260106,1
2_1465_3070_8_6_4,20260228,1
2_1465_3070_8_6_4,20260501,1
2_1465_3070_8_6_4,20260815,1
2_1465_3070_8_6_4,20261012,1
2_1465_3070_8_6_4,20261101,1
2_1465_3070_8_6_4,20261206,1
2_1465_3070_8_6_4,20261208,1
2_1465_3070_8_6_4,20261225,1
2_1465_3070_8_6_4,20260128,1
2_1465_3070_8_6_4,20260204,1
2_1465_3070_8_6_4,20260205,1
2_1465_3070_8_6_4,20260206,1
2_1465_3070_8_6_4,20260211,1
2_1465_3070_8_6_4,20260402,1
2_1465_3070_8_6_4,20260403,1
2_1465_3070_8_6_4,20260608,1
2_1557_3258_28_15_13,20260101,1
2_1557_3258_28_15_13,20260106,1
2_1557_3258_28_15_13,20260228,1
2_1557_3258_28_15_13,20260501,1
2_1557_3258_28_15_13,20260815,1
2_1557_3258_28_15_13,20261012,1
2_1557_3258_28_15_13,20261101,1
2_1557_3258_28_15_13,20261206,1
2_1557_3258_28_15_13,20261208,1
2_1557_3258_28_15_13,20261225,1
2_1557_3258_28_15_13,20260128,1
2_1557_3258_28_15_13,20260204,1
2_1557_3258_28_15_13,20260205,1
2_1557_3258_28_15_13,20260206,1
2_1557_3258_28_15_13,20260211,1
2_1557_3258_28_15_13,20260402,1
2_1557_3258_28_15_13,20260403,1
2_1557_3258_28_15_13,20260608,1
2_1558_3256_28_15_2,20260101,1
2_1558_3256_28_15_2,20260106,1
2_1558_3256_28_15_2,20260228,1
2_1558_3256_28_15_2,20260501,1
2_1558_3256_28_15_2,20260815,1
2_1558_3256_28_15_2,20261012,1
2_1558_3256_28_15_2,20261101,1
2_1558_3256_28_15_2,20261206,1
2_1558_3256_28_15_2,20261208,1
2_1558_3256_28_15_2,20261225,1
2_1558_3256_28_15_2,20260128,1
2_1558_3256_28_15_2,20260204,1
2_1558_3256_28_15_2,20260205,1
2_1558_3256_28_15_2,20260206,1
2_1558_3256_28_15_2,20260211,1
2_1558_3256_28_15_2,20260402,1
2_1558_3256_28_15_2,20260403,1
2_1558_3256_28_15_2,20260608,1
2_1559_3260_28_22_2,20260101,1
2_1559_3260_28_22_2,20260106,1
2_1559_3260_28_22_2,20260228,1
2_1559_3260_28_22_2,20260501,1
2_1559_3260_28_22_2,20260815,1
2_1559_3260_28_22_2,20261012,1
2_1559_3260_28_22_2,20261101,1
2_1559_3260_28_22_2,20261206,1
2_1559_3260_28_22_2,20261208,1
2_1559_3260_28_22_2,20261225,1
2_1559_3260_28_22_2,20260128,1
2_1559_3260_28_22_2,20260204,1
2_1559_3260_28_22_2,20260205,1
2_1559_3260_28_22_2,20260206,1
2_1559_3260_28_22_2,20260211,1
2_1559_3260_28_22_2,20260402,1
2_1559_3260_28_22_2,20260403,1
2_1559_3260_28_22_2,20260608,1
2_1560_2760_8_2_4,20260101,1
2_1560_2760_8_2_4,20260106,1
2_1560_2760_8_2_4,20260228,1
2_1560_2760_8_2_4,20260501,1
2_1560_2760_8_2_4,20260815,1
2_1560_2760_8_2_4,20261012,1
2_1560_2760_8_2_4,20261101,1
2_1560_2760_8_2_4,20261206,1
2_1560_2760_8_2_4,20261208,1
2_1560_2760_8_2_4,20261225,1
2_1560_2760_8_2_4,20260128,1
2_1560_2760_8_2_4,20260204,1
2_1560_2760_8_2_4,20260205,1
2_1560_2760_8_2_4,20260206,1
2_1560_2760_8_2_4,20260211,1
2_1560_2760_8_2_4,20260402,1
2_1560_2760_8_2_4,20260403,1
2_1560_2760_8_2_4,20260608,1
2_1560_2761_8_3_4,20260101,1
2_1560_2761_8_3_4,20260106,1
2_1560_2761_8_3_4,20260228,1
2_1560_2761_8_3_4,20260501,1
2_1560_2761_8_3_4,20260815,1
2_1560_2761_8_3_4,20261012,1
2_1560_2761_8_3_4,20261101,1
2_1560_2761_8_3_4,20261206,1
2_1560_2761_8_3_4,20261208,1
2_1560_2761_8_3_4,20261225,1
2_1560_2761_8_3_4,20260128,1
2_1560_2761_8_3_4,20260204,1
2_1560_2761_8_3_4,20260205,1
2_1560_2761_8_3_4,20260206,1
2_1560_2761_8_3_4,20260211,1
2_1560_2761_8_3_4,20260402,1
2_1560_2761_8_3_4,20260403,1
2_1560_2761_8_3_4,20260608,1
2_1561_2752_5_2_4,20260101,1
2_1561_2752_5_2_4,20260106,1
2_1561_2752_5_2_4,20260228,1
2_1561_2752_5_2_4,20260501,1
2_1561_2752_5_2_4,20260815,1
2_1561_2752_5_2_4,20261012,1
2_1561_2752_5_2_4,20261101,1
2_1561_2752_5_2_4,20261206,1
2_1561_2752_5_2_4,20261208,1
2_1561_2752_5_2_4,20261225,1
2_1561_2752_5_2_4,20260128,1
2_1561_2752_5_2_4,20260204,1
2_1561_2752_5_2_4,20260205,1
2_1561_2752_5_2_4,20260206,1
2_1561_2752_5_2_4,20260211,1
2_1561_2752_5_2_4,20260402,1
2_1561_2752_5_2_4,20260403,1
2_1561_2752_5_2_4,20260608,1
2_1561_2753_5_3_4,20260101,1
2_1561_2753_5_3_4,20260106,1
2_1561_2753_5_3_4,20260228,1
2_1561_2753_5_3_4,20260501,1
2_1561_2753_5_3_4,20260815,1
2_1561_2753_5_3_4,20261012,1
2_1561_2753_5_3_4,20261101,1
2_1561_2753_5_3_4,20261206,1
2_1561_2753_5_3_4,20261208,1
2_1561_2753_5_3_4,20261225,1
2_1561_2753_5_3_4,20260128,1
2_1561_2753_5_3_4,20260204,1
2_1561_2753_5_3_4,20260205,1
2_1561_2753_5_3_4,20260206,1
2_1561_2753_5_3_4,20260211,1
2_1561_2753_5_3_4,20260402,1
2_1561_2753_5_3_4,20260403,1
2_1561_2753_5_3_4,20260608,1
2_1562_2970_8_32_2,20260101,1
2_1562_2970_8_32_2,20260106,1
2_1562_2970_8_32_2,20260228,1
2_1562_2970_8_32_2,20260501,1
2_1562_2970_8_32_2,20260815,1
2_1562_2970_8_32_2,20261012,1
2_1562_2970_8_32_2,20261101,1
2_1562_2970_8_32_2,20261206,1
2_1562_2970_8_32_2,20261208,1
2_1562_2970_8_32_2,20261225,1
2_1562_2970_8_32_2,20260128,1
2_1562_2970_8_32_2,20260204,1
2_1562_2970_8_32_2,20260205,1
2_1562_2970_8_32_2,20260206,1
2_1562_2970_8_32_2,20260211,1
2_1562_2970_8_32_2,20260402,1
2_1562_2970_8_32_2,20260403,1
2_1562_2970_8_32_2,20260608,1
2_1562_2971_8_39_7,20260101,1
2_1562_2971_8_39_7,20260106,1
2_1562_2971_8_39_7,20260228,1
2_1562_2971_8_39_7,20260501,1
2_1562_2971_8_39_7,20260815,1
2_1562_2971_8_39_7,20261012,1
2_1562_2971_8_39_7,20261101,1
2_1562_2971_8_39_7,20261206,1
2_1562_2971_8_39_7,20261208,1
2_1562_2971_8_39_7,20261225,1
2_1562_2971_8_39_7,20260128,1
2_1562_2971_8_39_7,20260204,1
2_1562_2971_8_39_7,20260205,1
2_1562_2971_8_39_7,20260206,1
2_1562_2971_8_39_7,20260211,1
2_1562_2971_8_39_7,20260402,1
2_1562_2971_8_39_7,20260403,1
2_1562_2971_8_39_7,20260608,1
2_1562_2973_8_157_7,20260101,1
2_1562_2973_8_157_7,20260106,1
2_1562_2973_8_157_7,20260228,1
2_1562_2973_8_157_7,20260501,1
2_1562_2973_8_157_7,20260815,1
2_1562_2973_8_157_7,20261012,1
2_1562_2973_8_157_7,20261101,1
2_1562_2973_8_157_7,20261206,1
2_1562_2973_8_157_7,20261208,1
2_1562_2973_8_157_7,20261225,1
2_1562_2973_8_157_7,20260128,1
2_1562_2973_8_157_7,20260204,1
2_1562_2973_8_157_7,20260205,1
2_1562_2973_8_157_7,20260206,1
2_1562_2973_8_157_7,20260211,1
2_1562_2973_8_157_7,20260402,1
2_1562_2973_8_157_7,20260403,1
2_1562_2973_8_157_7,20260608,1
2_1562_3098_8_234_2,20260101,1
2_1562_3098_8_234_2,20260106,1
2_1562_3098_8_234_2,20260228,1
2_1562_3098_8_234_2,20260501,1
2_1562_3098_8_234_2,20260815,1
2_1562_3098_8_234_2,20261012,1
2_1562_3098_8_234_2,20261101,1
2_1562_3098_8_234_2,20261206,1
2_1562_3098_8_234_2,20261208,1
2_1562_3098_8_234_2,20261225,1
2_1562_3098_8_234_2,20260128,1
2_1562_3098_8_234_2,20260204,1
2_1562_3098_8_234_2,20260205,1
2_1562_3098_8_234_2,20260206,1
2_1562_3098_8_234_2,20260211,1
2_1562_3098_8_234_2,20260402,1
2_1562_3098_8_234_2,20260403,1
2_1562_3098_8_234_2,20260608,1
2_1562_3102_8_236_2,20260101,1
2_1562_3102_8_236_2,20260106,1
2_1562_3102_8_236_2,20260228,1
2_1562_3102_8_236_2,20260501,1
2_1562_3102_8_236_2,20260815,1
2_1562_3102_8_236_2,20261012,1
2_1562_3102_8_236_2,20261101,1
2_1562_3102_8_236_2,20261206,1
2_1562_3102_8_236_2,20261208,1
2_1562_3102_8_236_2,20261225,1
2_1562_3102_8_236_2,20260128,1
2_1562_3102_8_236_2,20260204,1
2_1562_3102_8_236_2,20260205,1
2_1562_3102_8_236_2,20260206,1
2_1562_3102_8_236_2,20260211,1
2_1562_3102_8_236_2,20260402,1
2_1562_3102_8_236_2,20260403,1
2_1562_3102_8_236_2,20260608,1
2_1562_3262_8_235_2,20260101,1
2_1562_3262_8_235_2,20260106,1
2_1562_3262_8_235_2,20260228,1
2_1562_3262_8_235_2,20260501,1
2_1562_3262_8_235_2,20260815,1
2_1562_3262_8_235_2,20261012,1
2_1562_3262_8_235_2,20261101,1
2_1562_3262_8_235_2,20261206,1
2_1562_3262_8_235_2,20261208,1
2_1562_3262_8_235_2,20261225,1
2_1562_3262_8_235_2,20260128,1
2_1562_3262_8_235_2,20260204,1
2_1562_3262_8_235_2,20260205,1
2_1562_3262_8_235_2,20260206,1
2_1562_3262_8_235_2,20260211,1
2_1562_3262_8_235_2,20260402,1
2_1562_3262_8_235_2,20260403,1
2_1562_3262_8_235_2,20260608,1
2_1562_3263_8_237_2,20260101,1
2_1562_3263_8_237_2,20260106,1
2_1562_3263_8_237_2,20260228,1
2_1562_3263_8_237_2,20260501,1
2_1562_3263_8_237_2,20260815,1
2_1562_3263_8_237_2,20261012,1
2_1562_3263_8_237_2,20261101,1
2_1562_3263_8_237_2,20261206,1
2_1562_3263_8_237_2,20261208,1
2_1562_3263_8_237_2,20261225,1
2_1562_3263_8_237_2,20260128,1
2_1562_3263_8_237_2,20260204,1
2_1562_3263_8_237_2,20260205,1
2_1562_3263_8_237_2,20260206,1
2_1562_3263_8_237_2,20260211,1
2_1562_3263_8_237_2,20260402,1
2_1562_3263_8_237_2,20260403,1
2_1562_3263_8_237_2,20260608,1
2_1566_3068_8_9_4,20260101,1
2_1566_3068_8_9_4,20260106,1
2_1566_3068_8_9_4,20260228,1
2_1566_3068_8_9_4,20260501,1
2_1566_3068_8_9_4,20260815,1
2_1566_3068_8_9_4,20261012,1
2_1566_3068_8_9_4,20261101,1
2_1566_3068_8_9_4,20261206,1
2_1566_3068_8_9_4,20261208,1
2_1566_3068_8_9_4,20261225,1
2_1566_3068_8_9_4,20260128,1
2_1566_3068_8_9_4,20260204,1
2_1566_3068_8_9_4,20260205,1
2_1566_3068_8_9_4,20260206,1
2_1566_3068_8_9_4,20260211,1
2_1566_3068_8_9_4,20260402,1
2_1566_3068_8_9_4,20260403,1
2_1566_3068_8_9_4,20260608,1
2_1569_3134_8_4_4,20260101,1
2_1569_3134_8_4_4,20260106,1
2_1569_3134_8_4_4,20260228,1
2_1569_3134_8_4_4,20260501,1
2_1569_3134_8_4_4,20260815,1
2_1569_3134_8_4_4,20261012,1
2_1569_3134_8_4_4,20261101,1
2_1569_3134_8_4_4,20261206,1
2_1569_3134_8_4_4,20261208,1
2_1569_3134_8_4_4,20261225,1
2_1569_3134_8_4_4,20260128,1
2_1569_3134_8_4_4,20260204,1
2_1569_3134_8_4_4,20260205,1
2_1569_3134_8_4_4,20260206,1
2_1569_3134_8_4_4,20260211,1
2_1569_3134_8_4_4,20260402,1
2_1569_3134_8_4_4,20260403,1
2_1569_3134_8_4_4,20260608,1
2_1571_3107_27_172_7,20260101,1
2_1571_3107_27_172_7,20260106,1
2_1571_3107_27_172_7,20260228,1
2_1571_3107_27_172_7,20260501,1
2_1571_3107_27_172_7,20260815,1
2_1571_3107_27_172_7,20261012,1
2_1571_3107_27_172_7,20261101,1
2_1571_3107_27_172_7,20261206,1
2_1571_3107_27_172_7,20261208,1
2_1571_3107_27_172_7,20261225,1
2_1571_3107_27_172_7,20260128,1
2_1571_3107_27_172_7,20260204,1
2_1571_3107_27_172_7,20260205,1
2_1571_3107_27_172_7,20260206,1
2_1571_3107_27_172_7,20260211,1
2_1571_3107_27_172_7,20260402,1
2_1571_3107_27_172_7,20260403,1
2_1571_3107_27_172_7,20260608,1
2_1571_3110_27_173_2,20260101,1
2_1571_3110_27_173_2,20260106,1
2_1571_3110_27_173_2,20260228,1
2_1571_3110_27_173_2,20260501,1
2_1571_3110_27_173_2,20260815,1
2_1571_3110_27_173_2,20261012,1
2_1571_3110_27_173_2,20261101,1
2_1571_3110_27_173_2,20261206,1
2_1571_3110_27_173_2,20261208,1
2_1571_3110_27_173_2,20261225,1
2_1571_3110_27_173_2,20260128,1
2_1571_3110_27_173_2,20260204,1
2_1571_3110_27_173_2,20260205,1
2_1571_3110_27_173_2,20260206,1
2_1571_3110_27_173_2,20260211,1
2_1571_3110_27_173_2,20260402,1
2_1571_3110_27_173_2,20260403,1
2_1571_3110_27_173_2,20260608,1
2_1571_3111_27_211_7,20260101,1
2_1571_3111_27_211_7,20260106,1
2_1571_3111_27_211_7,20260228,1
2_1571_3111_27_211_7,20260501,1
2_1571_3111_27_211_7,20260815,1
2_1571_3111_27_211_7,20261012,1
2_1571_3111_27_211_7,20261101,1
2_1571_3111_27_211_7,20261206,1
2_1571_3111_27_211_7,20261208,1
2_1571_3111_27_211_7,20261225,1
2_1571_3111_27_211_7,20260128,1
2_1571_3111_27_211_7,20260204,1
2_1571_3111_27_211_7,20260205,1
2_1571_3111_27_211_7,20260206,1
2_1571_3111_27_211_7,20260211,1
2_1571_3111_27_211_7,20260402,1
2_1571_3111_27_211_7,20260403,1
2_1571_3111_27_211_7,20260608,1
2_1571_3113_27_166_2,20260101,1
2_1571_3113_27_166_2,20260106,1
2_1571_3113_27_166_2,20260228,1
2_1571_3113_27_166_2,20260501,1
2_1571_3113_27_166_2,20260815,1
2_1571_3113_27_166_2,20261012,1
2_1571_3113_27_166_2,20261101,1
2_1571_3113_27_166_2,20261206,1
2_1571_3113_27_166_2,20261208,1
2_1571_3113_27_166_2,20261225,1
2_1571_3113_27_166_2,20260128,1
2_1571_3113_27_166_2,20260204,1
2_1571_3113_27_166_2,20260205,1
2_1571_3113_27_166_2,20260206,1
2_1571_3113_27_166_2,20260211,1
2_1571_3113_27_166_2,20260402,1
2_1571_3113_27_166_2,20260403,1
2_1571_3113_27_166_2,20260608,1
2_1571_3115_27_167_2,20260101,1
2_1571_3115_27_167_2,20260106,1
2_1571_3115_27_167_2,20260228,1
2_1571_3115_27_167_2,20260501,1
2_1571_3115_27_167_2,20260815,1
2_1571_3115_27_167_2,20261012,1
2_1571_3115_27_167_2,20261101,1
2_1571_3115_27_167_2,20261206,1
2_1571_3115_27_167_2,20261208,1
2_1571_3115_27_167_2,20261225,1
2_1571_3115_27_167_2,20260128,1
2_1571_3115_27_167_2,20260204,1
2_1571_3115_27_167_2,20260205,1
2_1571_3115_27_167_2,20260206,1
2_1571_3115_27_167_2,20260211,1
2_1571_3115_27_167_2,20260402,1
2_1571_3115_27_167_2,20260403,1
2_1571_3115_27_167_2,20260608,1
2_1571_3117_27_169_2,20260101,1
2_1571_3117_27_169_2,20260106,1
2_1571_3117_27_169_2,20260228,1
2_1571_3117_27_169_2,20260501,1
2_1571_3117_27_169_2,20260815,1
2_1571_3117_27_169_2,20261012,1
2_1571_3117_27_169_2,20261101,1
2_1571_3117_27_169_2,20261206,1
2_1571_3117_27_169_2,20261208,1
2_1571_3117_27_169_2,20261225,1
2_1571_3117_27_169_2,20260128,1
2_1571_3117_27_169_2,20260204,1
2_1571_3117_27_169_2,20260205,1
2_1571_3117_27_169_2,20260206,1
2_1571_3117_27_169_2,20260211,1
2_1571_3117_27_169_2,20260402,1
2_1571_3117_27_169_2,20260403,1
2_1571_3117_27_169_2,20260608,1
2_1575_2771_24_49_2,20260101,1
2_1575_2771_24_49_2,20260106,1
2_1575_2771_24_49_2,20260228,1
2_1575_2771_24_49_2,20260501,1
2_1575_2771_24_49_2,20260815,1
2_1575_2771_24_49_2,20261012,1
2_1575_2771_24_49_2,20261101,1
2_1575_2771_24_49_2,20261206,1
2_1575_2771_24_49_2,20261208,1
2_1575_2771_24_49_2,20261225,1
2_1575_2771_24_49_2,20260128,1
2_1575_2771_24_49_2,20260204,1
2_1575_2771_24_49_2,20260205,1
2_1575_2771_24_49_2,20260206,1
2_1575_2771_24_49_2,20260211,1
2_1575_2771_24_49_2,20260402,1
2_1575_2771_24_49_2,20260403,1
2_1575_2771_24_49_2,20260608,1
2_1575_2773_24_50_2,20260101,1
2_1575_2773_24_50_2,20260106,1
2_1575_2773_24_50_2,20260228,1
2_1575_2773_24_50_2,20260501,1
2_1575_2773_24_50_2,20260815,1
2_1575_2773_24_50_2,20261012,1
2_1575_2773_24_50_2,20261101,1
2_1575_2773_24_50_2,20261206,1
2_1575_2773_24_50_2,20261208,1
2_1575_2773_24_50_2,20261225,1
2_1575_2773_24_50_2,20260128,1
2_1575_2773_24_50_2,20260204,1
2_1575_2773_24_50_2,20260205,1
2_1575_2773_24_50_2,20260206,1
2_1575_2773_24_50_2,20260211,1
2_1575_2773_24_50_2,20260402,1
2_1575_2773_24_50_2,20260403,1
2_1575_2773_24_50_2,20260608,1
2_1575_2776_24_175_2,20260101,1
2_1575_2776_24_175_2,20260106,1
2_1575_2776_24_175_2,20260228,1
2_1575_2776_24_175_2,20260501,1
2_1575_2776_24_175_2,20260815,1
2_1575_2776_24_175_2,20261012,1
2_1575_2776_24_175_2,20261101,1
2_1575_2776_24_175_2,20261206,1
2_1575_2776_24_175_2,20261208,1
2_1575_2776_24_175_2,20261225,1
2_1575_2776_24_175_2,20260128,1
2_1575_2776_24_175_2,20260204,1
2_1575_2776_24_175_2,20260205,1
2_1575_2776_24_175_2,20260206,1
2_1575_2776_24_175_2,20260211,1
2_1575_2776_24_175_2,20260402,1
2_1575_2776_24_175_2,20260403,1
2_1575_2776_24_175_2,20260608,1
2_1575_2787_24_163_2,20260101,1
2_1575_2787_24_163_2,20260106,1
2_1575_2787_24_163_2,20260228,1
2_1575_2787_24_163_2,20260501,1
2_1575_2787_24_163_2,20260815,1
2_1575_2787_24_163_2,20261012,1
2_1575_2787_24_163_2,20261101,1
2_1575_2787_24_163_2,20261206,1
2_1575_2787_24_163_2,20261208,1
2_1575_2787_24_163_2,20261225,1
2_1575_2787_24_163_2,20260128,1
2_1575_2787_24_163_2,20260204,1
2_1575_2787_24_163_2,20260205,1
2_1575_2787_24_163_2,20260206,1
2_1575_2787_24_163_2,20260211,1
2_1575_2787_24_163_2,20260402,1
2_1575_2787_24_163_2,20260403,1
2_1575_2787_24_163_2,20260608,1
2_1575_2789_24_164_2,20260101,1
2_1575_2789_24_164_2,20260106,1
2_1575_2789_24_164_2,20260228,1
2_1575_2789_24_164_2,20260501,1
2_1575_2789_24_164_2,20260815,1
2_1575_2789_24_164_2,20261012,1
2_1575_2789_24_164_2,20261101,1
2_1575_2789_24_164_2,20261206,1
2_1575_2789_24_164_2,20261208,1
2_1575_2789_24_164_2,20261225,1
2_1575_2789_24_164_2,20260128,1
2_1575_2789_24_164_2,20260204,1
2_1575_2789_24_164_2,20260205,1
2_1575_2789_24_164_2,20260206,1
2_1575_2789_24_164_2,20260211,1
2_1575_2789_24_164_2,20260402,1
2_1575_2789_24_164_2,20260403,1
2_1575_2789_24_164_2,20260608,1
2_1575_3123_24_230_2,20260101,1
2_1575_3123_24_230_2,20260106,1
2_1575_3123_24_230_2,20260228,1
2_1575_3123_24_230_2,20260501,1
2_1575_3123_24_230_2,20260815,1
2_1575_3123_24_230_2,20261012,1
2_1575_3123_24_230_2,20261101,1
2_1575_3123_24_230_2,20261206,1
2_1575_3123_24_230_2,20261208,1
2_1575_3123_24_230_2,20261225,1
2_1575_3123_24_230_2,20260128,1
